StationID,Network,StationName,StationName,City,County,State,Latitude,Longitude,StartYear,EndYear,Frequency,LULC (Site),Depths,Depth1(cm),PercentSand1,PercentSilt1,PercentClay1,SoilType1,SaturatedHydraulicConductivity1(microM/sec),BulkDensity1(g/cc),Depth1Probe1A,Depth1Probe1AStartMonth,Depth1Probe1AStartDay,Depth1Probe1AStartYear,Depth1Probe1AEndMonth,Depth1Probe1AEndDay,Depth1Probe1AEndYear,Depth1Probe1B,Depth1Probe1BStartMonth,Depth1Probe1BStartDay,Depth1Probe1BStartYear,Depth1Probe1BEndMonth,Depth1Probe1BEndDay,Depth1Probe1BEndYear,Depth2(cm),PercentSand2,PercentSilt2,PercentClay2,SoilType2,SaturatedHydraulicConductivity2(microM/sec)2,BulkDensity2(g/cc),Depth2Probe1A,Depth2Probe1AStartMonth,Depth2Probe1AStartDay,Depth2Probe1AStartYear,Depth2Probe1AEndMonth,Depth2Probe1AEndDay,Depth2Probe1AEndYear,Depth2Probe1B,Depth2Probe1BStartMonth,Depth2Probe1BStartDay,Depth2Probe1BStartYear,Depth2Probe1BEndMonth,Depth2Probe1BEndDay,Depth2Probe1BEndYear,Depth3(cm),PercentSand3,PercentSilt3,PercentClay3,SoilType3,SaturatedHydraulicConductivity3(microM/sec),BulkDensity3(g/cc),Depth3Probe1A,Depth3Probe1AStartMonth,Depth3Probe1AStartDay,Depth3Probe1AStartYear,Depth3Probe1AEndMonth,Depth3Probe1AEndDay,Depth3Probe1AEndYear,Depth3Probe1B,Depth3Probe1BStartMonth,Depth3Probe1BStartDay,Depth3Probe1BStartYear,Depth3Probe1BEndMonth,Depth3Probe1BEndDay,Depth3Probe1BEndYear,Depth4(cm),PercentSand4,PercentSilt4,PercentClay4,SoilType4,SaturatedHydraulicConductivity4(microM/sec),BulkDensity4(g/cc),Depth4Probe1A,Depth4Probe1AStartMonth,Depth4Probe1AStartDay,Depth4Probe1AStartYear,Depth4Probe1AEndMonth,Depth4Probe1AEndDay,Depth4Probe1AEndYear,Depth4Probe1B,Depth4Probe1BStartMonth,Depth4Probe1BStartDay,Depth4Probe1BStartYear,Depth4Probe1BEndMonth,Depth4Probe1BEndDay,Depth4Probe1BEndYear,Depth5(cm),PercentSand5,PercentSilt5,PercentClay5,SoilType5,SaturatedHydraulicConductivity5(microM/sec),BulkDensity5(g/cc),Depth5Probe1A,Depth5Probe1AStartMonth,Depth5Probe1AStartDay,Depth5Probe1AStartYear,Depth5Probe1AEndMonth,Depth5Probe1AEndDay,Depth5Probe1AEndYear,Depth6(cm),PercentSand6,PercentSilt6,PercentClay6,SoilType6,SaturatedHydraulicConductivity6(microM/sec),BulkDensity6(g/cc),Depth6Probe1A,Depth6Probe1AStartMonth,Depth6Probe1AStartDay,Depth6Probe1AStartYear,Depth6Probe1AEndMonth,Depth6Probe1AEndDay,Depth6Probe1AEndYear,Depth7(cm),PercentSand7,PercentSilt7,PercentClay7,SoilType7,SaturatedHydraulicConductivity7(microM/sec),BulkDensity7(g/cc),Depth7Probe1A,Depth7Probe1AStartMonth,Depth7Probe1AStartDay,Depth7Probe1AStartYear,Depth7Probe1AEndMonth,Depth7Probe1AEndDay,Depth7Probe1AEndYear,Depth8(cm),PercentSand8,PercentSilt8,PercentClay8,SoilType8,SaturatedHydraulicConductivity8(microM/sec),BulkDensity8(g/cc),Depth8Probe1A,Depth8Probe1AStartMonth,Depth8Probe1AStartDay,Depth8Probe1AStartYear,Depth8Probe1AEndMonth,Depth8Probe1AEndDay,Depth8Probe1AEndYear,Elevation(ft),SoilPolygon,Notes
0020180212,West Texas Mesonet,Guthrie10WSW,Guthrie (Pitchfork Ranch),Guthrie,King,Texas,33.57,-100.48,2001,2010,Daily,71,4,5,41,41.5,17.5,Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2002,,,2012,,,,,,,,20,41,41.5,17.5,Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2002,,,2012,,,,,,,,60,41,41.5,17.5,Loam,4.23-14.11,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2002,,,2012,,,,,,,,75,41,41.5,17.5,Loam,4.23-14.11,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2002,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,s7237,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020190112,West Texas Mesonet,Hart3N,Hart,Hart,Castro,Texas,34.42,-102.11,2001,2010,Daily,71,4,5,34.2,37.3,28.5,Clay Loam,4.23-14.11,1.25-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2012,,,,,,,,20,34.2,37.3,28.5,Clay Loam,4.23-14.11,1.25-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2012,,,,,,,,60,34.2,37.3,28.5,Clay Loam,1.41-4.23,1.25-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2012,,,,,,,,75,34.2,37.3,28.5,Clay Loam,1.41-4.23,1.25-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3694,s7511,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020200412,West Texas Mesonet,Hereford2NW,Hereford,Hereford,Deaf Smith,Texas,34.83,-102.42,2001,2010,Daily,71,4,5,34.2,32.3,33.5,Clay Loam,1.41-4.23,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2004,,,2012,,,,,,,,20,34.2,32.3,33.5,Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2004,,,2012,,,,,,,,60,34.2,32.3,33.5,Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2004,,,2012,,,,,,,,75,34.2,32.3,33.5,Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2004,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863,s7571,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020210312,West Texas Mesonet,Jayton1SSE,Jayton,Jayton,Kent,Texas,33.23,-100.57,2001,2010,Daily,71,4,5,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2003,,,2012,,,,,,,,20,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2003,,,2012,,,,,,,,60,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2003,,,2012,,,,,,,,75,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2003,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,s7468,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020230112,West Texas Mesonet,Lamesa2SE,Lamesa,Lamesa,Dawson,Texas,32.71,-101.94,2001,2010,Daily,71,4,5,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2012,,,,,,,,20,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2012,,,,,,,,60,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2012,,,,,,,,75,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956,s7166,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020240112,West Texas Mesonet,Levelland4S,Levelland,Levelland,Hockley,Texas,33.53,-102.36,2002,2010,Daily,71,4,5,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2012,,,,,,,,20,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2012,,,,,,,,60,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2012,,,,,,,,75,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496,s7164,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020259912,West Texas Mesonet,Lubbock3WNW-TTU,Lubbock (Texas Tech University),Lubbock,Lubbock,Texas,33.60,-101.90,2002,2010,Daily,71,4,5,41.4,37.1,21.5,Loam,4.23-14.11,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2002,,,2012,,,,,,,,20,41.4,37.1,21.5,Loam,4.23-14.11,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2002,,,2012,,,,,,,,60,41.4,37.1,21.5,Loam,4.23-14.11,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2002,,,2012,,,,,,,,75,41.4,37.1,21.5,Loam,4.23-14.11,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2002,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232,s7153,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020260312,West Texas Mesonet,Memphis1NE,Memphis,Memphis,Hall,Texas,34.73,-100.53,2002,2010,Daily,31,4,5,41,41.5,17.5,Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2003,,,2012,,,,,,,,20,41,41.5,17.5,Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2003,,,2012,,,,,,,,60,41,41.5,17.5,Loam,4.23-14.11,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2003,,,2012,,,,,,,,75,41,41.5,17.5,Loam,4.23-14.11,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2003,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057,s7237,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020270112,West Texas Mesonet,Morton1ENE,Morton,Morton,Cochran,Texas,33.73,-102.74,2002,2010,Daily,71,4,5,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2012,,,,,,,,20,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2012,,,,,,,,60,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2012,,,,,,,,75,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754,s7164,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020280112,West Texas Mesonet,Muleshoe2SSW,Muleshoe,Muleshoe,Bailey,Texas,34.21,-102.74,2002,2010,Daily,31,4,5,94.4,0.6,5,Sand,42.34-141.14,1.30-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2012,,,,,,,,20,94.4,0.6,5,Sand,42.34-141.14,1.50-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2012,,,,,,,,60,94.4,0.6,5,Sand,42.34-141.14,1.50-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2012,,,,,,,,75,94.4,0.6,5,Sand,42.34-141.14,1.50-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806,s7503,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020290812,West Texas Mesonet,Northfield1S,Northfield,Northfield,Motley,Texas,34.27,-100.60,2002,2010,Daily,71,4,5,67.2,15.3,17.5,Sandy Loam,1.41-42.34,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2008,,,2012,,,,,,,,20,67.2,15.3,17.5,Sandy Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2008,,,2012,,,,,,,,60,67.2,15.3,17.5,Sandy Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2008,,,2012,,,,,,,,75,67.2,15.3,17.5,Sandy Loam,4.23-141.14,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2008,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088,s7474,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020300112,West Texas Mesonet,O'Donnell1N,O'Donnell,O'Donnell,Lynn,Texas,32.98,-101.83,2003,2010,Daily,71,4,5,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2001,,,2012,,,,,,,,20,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2001,,,2012,,,,,,,,60,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2001,,,2012,,,,,,,,75,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054,s7164,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020310112,West Texas Mesonet,Olton6S,Olton,Olton,Lamb,Texas,34.09,-102.12,2003,2010,Daily,71,4,5,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2013,,,,,,,,20,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2013,,,,,,,,60,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2013,,,,,,,,75,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3566,s7164,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020320312,West Texas Mesonet,Paducah10SW,Paducah,Paducah,Cottle,Texas,33.89,-100.40,2003,2010,Daily,71,4,5,77.4,16.1,6.5,Loamy Sand,14.11-42.34,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2003,,,2013,,,,,,,,20,77.4,16.1,6.5,Loamy Sand,14.11-42.34,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2003,,,2013,,,,,,,,60,77.4,16.1,6.5,Loamy Sand,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2003,,,2013,,,,,,,,75,77.4,16.1,6.5,Loamy Sand,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2003,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,s7476,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020330312,West Texas Mesonet,Pampa2E,Pampa,Pampa,Gray,Texas,35.54,-100.93,2003,2010,Daily,71,4,5,17.5,49,33.5,Silty Clay Loam,1.41-4.23,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2003,,,2013,,,,,,,,20,17.5,49,33.5,Silty Clay Loam,1.41-4.23,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2003,,,2013,,,,,,,,60,17.5,49,33.5,Silty Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2003,,,2013,,,,,,,,75,17.5,49,33.5,Silty Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2003,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3216,s7570,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020340112,West Texas Mesonet,Plains3N,Plains,Plains,Yoakum,Texas,33.23,-102.84,2004,2010,Daily,71,4,5,83.1,9.4,7.5,Loamy Sand,42.34-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2013,,,,,,,,20,83.1,9.4,7.5,Loamy Sand,42.34-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2013,,,,,,,,60,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2013,,,,,,,,75,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3711,s7539,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020350112,West Texas Mesonet,Ralls1SE,Ralls,Ralls,Crosby,Texas,33.67,-101.38,2005,2010,Daily,71,4,5,34.2,32.3,33.5,Clay Loam,1.41-4.23,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2013,,,,,,,,20,34.2,32.3,33.5,Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2013,,,,,,,,60,34.2,32.3,33.5,Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2013,,,,,,,,75,34.2,32.3,33.5,Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097,s7572,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020360012,West Texas Mesonet,ReeseCenter,Reese Center,Lubbock,Lubbock,Texas,33.61,-102.05,2005,2010,Daily,71,4,5,41.4,37.1,21.5,Loam,4.23-14.11,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2000,,,2013,,,,,,,,20,41.4,37.1,21.5,Loam,4.23-14.11,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2000,,,2013,,,,,,,,60,41.4,37.1,21.5,Loam,4.23-14.11,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2000,,,2013,,,,,,,,75,41.4,37.1,21.5,Loam,4.23-14.11,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,6,,2000,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3347,s7153,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020370112,West Texas Mesonet,RoaringSprings3N,Roaring Springs,Roaring Springs,Motley,Texas,33.94,-100.85,2005,2010,Daily,71,4,5,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,20,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,60,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,75,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615,s7468,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020380812,West Texas Mesonet,SanAngelo7NW,San Angelo,San Angelo,Tom Green,Texas,31.54,-100.51,2006,2010,Daily,71,4,5,6,59,35,Silty Clay Loam,4.23-14.11,1.25-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2008,,,2013,,,,,,,,20,6,59,35,Silty Clay Loam,4.23-14.11,1.25-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2008,,,2013,,,,,,,,60,6,59,35,Silty Clay Loam,1.41-4.23,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2008,,,2013,,,,,,,,75,6,59,35,Silty Clay Loam,4.23-14.11,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2008,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,s7171,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020390112,West Texas Mesonet,Seagraves1SW,Seagraves,Seagraves,Gaines,Texas,32.94,-102.57,2006,2010,Daily,71,4,5,83.1,9.4,7.5,Loamy Sand,4.23-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2001,,,2013,,,,,,,,20,83.1,9.4,7.5,Loamy Sand,4.23-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2001,,,2013,,,,,,,,60,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2001,,,2013,,,,,,,,75,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,7,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360,s7539,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
