StationID,Network,StationName,StationName,City,County,State,Latitude,Longitude,StartYear,EndYear,Frequency,LULC (Site),Depths,Depth1(cm),PercentSand1,PercentSilt1,PercentClay1,SoilType1,SaturatedHydraulicConductivity1(microM/sec),BulkDensity1(g/cc),Depth1Probe1A,Depth1Probe1AStartMonth,Depth1Probe1AStartDay,Depth1Probe1AStartYear,Depth1Probe1AEndMonth,Depth1Probe1AEndDay,Depth1Probe1AEndYear,Depth1Probe1B,Depth1Probe1BStartMonth,Depth1Probe1BStartDay,Depth1Probe1BStartYear,Depth1Probe1BEndMonth,Depth1Probe1BEndDay,Depth1Probe1BEndYear,Depth2(cm),PercentSand2,PercentSilt2,PercentClay2,SoilType2,SaturatedHydraulicConductivity2(microM/sec)2,BulkDensity2(g/cc),Depth2Probe1A,Depth2Probe1AStartMonth,Depth2Probe1AStartDay,Depth2Probe1AStartYear,Depth2Probe1AEndMonth,Depth2Probe1AEndDay,Depth2Probe1AEndYear,Depth2Probe1B,Depth2Probe1BStartMonth,Depth2Probe1BStartDay,Depth2Probe1BStartYear,Depth2Probe1BEndMonth,Depth2Probe1BEndDay,Depth2Probe1BEndYear,Depth3(cm),PercentSand3,PercentSilt3,PercentClay3,SoilType3,SaturatedHydraulicConductivity3(microM/sec),BulkDensity3(g/cc),Depth3Probe1A,Depth3Probe1AStartMonth,Depth3Probe1AStartDay,Depth3Probe1AStartYear,Depth3Probe1AEndMonth,Depth3Probe1AEndDay,Depth3Probe1AEndYear,Depth3Probe1B,Depth3Probe1BStartMonth,Depth3Probe1BStartDay,Depth3Probe1BStartYear,Depth3Probe1BEndMonth,Depth3Probe1BEndDay,Depth3Probe1BEndYear,Depth4(cm),PercentSand4,PercentSilt4,PercentClay4,SoilType4,SaturatedHydraulicConductivity4(microM/sec),BulkDensity4(g/cc),Depth4Probe1A,Depth4Probe1AStartMonth,Depth4Probe1AStartDay,Depth4Probe1AStartYear,Depth4Probe1AEndMonth,Depth4Probe1AEndDay,Depth4Probe1AEndYear,Depth4Probe1B,Depth4Probe1BStartMonth,Depth4Probe1BStartDay,Depth4Probe1BStartYear,Depth4Probe1BEndMonth,Depth4Probe1BEndDay,Depth4Probe1BEndYear,Depth5(cm),PercentSand5,PercentSilt5,PercentClay5,SoilType5,SaturatedHydraulicConductivity5(microM/sec),BulkDensity5(g/cc),Depth5Probe1A,Depth5Probe1AStartMonth,Depth5Probe1AStartDay,Depth5Probe1AStartYear,Depth5Probe1AEndMonth,Depth5Probe1AEndDay,Depth5Probe1AEndYear,Depth6(cm),PercentSand6,PercentSilt6,PercentClay6,SoilType6,SaturatedHydraulicConductivity6(microM/sec),BulkDensity6(g/cc),Depth6Probe1A,Depth6Probe1AStartMonth,Depth6Probe1AStartDay,Depth6Probe1AStartYear,Depth6Probe1AEndMonth,Depth6Probe1AEndDay,Depth6Probe1AEndYear,Depth7(cm),PercentSand7,PercentSilt7,PercentClay7,SoilType7,SaturatedHydraulicConductivity7(microM/sec),BulkDensity7(g/cc),Depth7Probe1A,Depth7Probe1AStartMonth,Depth7Probe1AStartDay,Depth7Probe1AStartYear,Depth7Probe1AEndMonth,Depth7Probe1AEndDay,Depth7Probe1AEndYear,Depth8(cm),PercentSand8,PercentSilt8,PercentClay8,SoilType8,SaturatedHydraulicConductivity8(microM/sec),BulkDensity8(g/cc),Depth8Probe1A,Depth8Probe1AStartMonth,Depth8Probe1AStartDay,Depth8Probe1AStartYear,Depth8Probe1AEndMonth,Depth8Probe1AEndDay,Depth8Probe1AEndYear,Elevation(ft),SoilPolygon,Notes
0020400112,West Texas Mesonet,Seminole2NNE,Seminole,Seminole,Gaines,Texas,32.74,-102.64,2007,2010,Daily,31,4,5,83.1,9.4,7.5,Loamy Sand,4.23-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,20,83.1,9.4,7.5,Loamy Sand,4.23-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,60,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,75,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,s7539,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020410912,West Texas Mesonet,Seymour3NW,Seymour,Seymour,Baylor,Texas,33.63,-99.29,2007,2010,Daily,71,4,5,39.2,37.3,23.5,Loam,4.23-14.11,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2009,,,2013,,,,,,,,20,39.2,37.3,23.5,Loam,1.41-4.23,1.45-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2009,,,2013,,,,,,,,60,39.2,37.3,23.5,Loam,1.41-4.23,1.45-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2009,,,2013,,,,,,,,75,39.2,37.3,23.5,Loam,1.41-4.23,1.45-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2009,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,s7610,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020420112,West Texas Mesonet,Silverton7ESE,Silverton,Silverton,Briscoe,Texas,34.45,-101.19,2008,2010,Daily,71,4,5,22.1,27.9,50,Clay,0.00-0.42,1.20-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,20,22.1,27.9,50,Clay Loam,0.00-0.42,1.20-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,60,22.1,27.9,50,Clay Loam,0.00-0.42,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,75,22.1,27.9,50,Clay Loam,0.00-0.42,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202,s7573,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020430212,West Texas Mesonet,Spur1W,Spur,Spur,Dickens,Texas,33.48,-100.88,2009,2010,Daily,71,4,5,34.7,37.8,27.5,Clay Loam,4.23-14.11,1.25-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2002,,,2013,,,,,,,,20,34.7,37.8,27.5,Clay Loam,1.41-4.23,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2002,,,2013,,,,,,,,60,34.7,37.8,27.5,Clay Loam,1.41-4.23,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2002,,,2013,,,,,,,,75,34.7,37.8,27.5,Clay Loam,1.41-4.23,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2002,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287,s7626,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020440812,West Texas Mesonet,St.Lawrence5SW,St. Lawrence,St. Lawrence,Glasscock,Texas,31.66,-101.60,2009,2010,Daily,31,4,5,6.7,62.3,31,Silty Clay Loam,4.23-14.11,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2008,,,2013,,,,,,,,20,6.7,62.3,31,Silty Clay Loam,4.23-14.11,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2008,,,2013,,,,,,,,60,6.7,62.3,31,Silty Clay Loam,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2008,,,2013,,,,,,,,75,6.7,62.3,31,Silty Clay Loam,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,12,,2008,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693,s7593,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020450212,West Texas Mesonet,Sundown8WSW,Sundown (Mallet Ranch),Sundown,Cochran,Texas,33.39,-102.61,2009,2010,Daily,71,4,5,94.4,0.6,5,Sand,42.34-141.14,1.30-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2002,,,2013,,,,,,,,20,94.4,0.6,5,Sand,42.34-141.14,1.50-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2002,,,2013,,,,,,,,60,94.4,0.6,5,Sand,42.34-141.14,1.50-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2002,,,2013,,,,,,,,75,94.4,0.6,5,Sand,42.34-141.14,1.50-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2002,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,s7503,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020460712,West Texas Mesonet,TatumNM2SW,Tatum,Tatum,Lea,New Mexico,33.24,-103.35,2010,2010,Daily,71,4,5,43,39.5,17.5,Loam,4.23-14.11,1.35-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2007,,,2013,,,,,,,,20,43,39.5,17.5,Loam,4.23-14.11,1.35-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2007,,,2013,,,,,,,,60,43,39.5,17.5,Loam,0.07-4.23,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2007,,,2013,,,,,,,,75,43,39.5,17.5,Loam,0.07-4.23,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,10,,2007,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,s5254,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020510112,West Texas Mesonet,,Plainview,Plainview,Hale,Texas,34.17,-101.70,2004,2010,Daily,71,4,5,34.2,32.3,33.5,Clay Loam,1.41-4.23,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,20,34.2,32.3,33.5,Clay Loam,.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,60,34.2,32.3,33.5,Clay Loam,1.41-4.23,1.25-1.40,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,75,34.2,32.3,33.5,Clay Loam,4.23-14.11,1.30-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358,s7572,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020520112,West Texas Mesonet,,Andrews,Andrews,Andrews,Texas,32.32,-102.50,2001,2010,Daily,52,4,5,57,18,25,Sandy Clay Loam,14.11-42.34,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2005,,,2013,,,,,,,,20,69.6,16.4,14,Sandy Clay Loam,14.11-42.34,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2005,,,2013,,,,,,,,60,57,18,25,Sandy Clay Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2005,,,2013,,,,,,,,75,57,18,25,Sandy Clay Loam,0.42-1.41,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2005,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3169,s7327,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020530212,West Texas Mesonet,,Graham,Graham,Garza,Texas,33.07,-101.50,2001,2010,Daily,52,4,5,38.5,36.5,25,Loam,4.23-14.11,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2002,,,2013,,,,,,,,20,38.5,36.5,25,Loam,4.23-14.11,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2002,,,2013,,,,,,,,60,38.5,36.5,25,Loam,4.23-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2002,,,2013,,,,,,,,75,38.5,36.5,25,Loam,4.23-14.11,1.40-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2002,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,s7753,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020540112,West Texas Mesonet,,Haskell,Haskell,Haskell,Texas,33.17,-99.73,2001,2010,Daily,71,4,5,34.7,37.8,27.5,Clay Loam,4.23-14.11,1.25-1.45,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2009,,,2013,,,,,,,,20,34.7,37.8,27.5,Clay Loam,1.41-14.11,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2009,,,2013,,,,,,,,60,34.7,37.8,27.5,Clay Loam,1.41-4.23,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2009,,,2013,,,,,,,,75,34.7,37.8,27.5,Clay Loam,1.41-4.23,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2009,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,s7625,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020550112,West Texas Mesonet,,Knox City,Knox City,Knox,Texas,33.43,-99.85,2001,2010,Daily,52,4,5,39.2,37.3,23.5,Loam,4.23-14.11,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2010,,,2013,,,,,,,,20,39.2,37.3,23.5,Loam,1.41-4.23,1.45-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2010,,,2013,,,,,,,,60,39.2,37.3,23.5,Loam,1.41-4.23,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2010,,,2013,,,,,,,,75,39.2,37.3,23.5,Loam,1.41-4.23,1.45-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,3,,2010,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,s7610,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020560112,West Texas Mesonet,,Lake Alan Henry,Lake Alan Henry,Garza,Texas,33.07,-101.05,2001,2010,Daily,52,4,5,22.1,27.9,50,Clay,0.00-0.42,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2005,,,2013,,,,,,,,20,22.1,27.9,50,Clay,0.00-0.42,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2005,,,2013,,,,,,,,60,22.1,27.9,50,Clay,0.00-0.42,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2005,,,2013,,,,,,,,75,22.1,27.9,50,Clay,0.00-0.42,1.70-2.25,Campbell Scientific CS615 and CS616 water content reflectometer,8,,2005,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2321,s7407,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020570212,West Texas Mesonet,,McLean,McLean,Gray,Texas,35.23,-100.57,2002,2010,Daily,52,4,5,83.1,9.4,7.5,Loamy Sand,14.11-42.34,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2005,,,2013,,,,,,,,20,83.1,9.4,7.5,Loamy Sand,14.11-42.34,1.35-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2005,,,2013,,,,,,,,60,83.1,9.4,7.5,Loamy Sand,4.23-14.11,1.50-1.70,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2005,,,2013,,,,,,,,75,83.1,9.4,7.5,Loamy Sand,14.11-42.34,1.50-1.70,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2005,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863,s6198,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020580312,West Texas Mesonet,,Odell,Odell,Wilbarger,Texas,34.35,-99.35,2003,2010,Daily,52,4,5,80.8,9.2,10,Loamy Sand,42.34-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2012,,,2013,,,,,,,,20,80.8,9.2,10,Loamy Sand,42.34-141.14,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2012,,,2013,,,,,,,,60,80.8,9.2,10,Loamy Sand,14.11-42.34,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2012,,,2013,,,,,,,,75,80.8,9.2,10,Loamy Sand,14.11-42.23,1.50-1.70,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2012,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,s7655,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020590310,West Texas Mesonet,,Pine Springs,Pine Springs GMNP,Culberson,Texas,31.88,-104.80,2003,2010,Daily,71,4,5,39.2,37.3,23.5,Loam,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2010,,,2013,,,,,,,,20,39.2,37.3,23.5,Loam,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2010,,,2013,,,,,,,,60,39.2,37.3,23.5,Loam,4.23-14.11,1.45-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2010,,,2013,,,,,,,,75,39.2,37.3,23.5,Loam,1.41-4.23,1.40-1.50,Campbell Scientific CS615 and CS616 water content reflectometer,9,,2010,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5571,s7606,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020600410,West Texas Mesonet,,Post,Post,Garza,Texas,33.20,-101.37,2004,2010,Daily,71,4,5,22.1,27.9,50,Clay,0.00-0.42,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,20,22.1,27.9,50,Clay,0.00-0.42,1.35-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,60,22.1,27.9,50,Clay,0.00-0.42,1.70-2.25,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,75,22.1,27.9,50,Clay,0.00-0.42,1.70-2.25,Campbell Scientific CS615 and CS616 water content reflectometer,11,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2598,s7407,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020610510,West Texas Mesonet,Quitaque3NNWCCSP,Quitaque,Quitaque,Briscoe,Texas,34.40,-101.07,2005,2010,Daily,71,4,5,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2011,,,2013,,,,,,,,20,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2011,,,2013,,,,,,,,60,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2011,,,2013,,,,,,,,75,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,1,,2011,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,s7474,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020620810,West Texas Mesonet,,Slaton,Slaton,Lubbock,Texas,33.45,-101.62,2008,2010,Daily,71,4,5,41.1,37.1,21.5,Loam,4.23-14.11,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,20,41.1,37.1,21.5,Loam,4.23-14.11,1.30-1.55,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,60,41.1,37.1,21.5,Loam,4.23-14.11,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,75,41.1,37.1,21.5,Loam,4.23-14.11,1.40-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065,s7153,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020630810,West Texas Mesonet,,Snyder,Snyder,Scurry,Texas,32.70,-100.85,2008,2010,Daily,52,4,5,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2003,,,2013,,,,,,,,20,70.9,16.6,12.5,Sandy Loam,14.11-42.34,1.40-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2003,,,2013,,,,,,,,60,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2003,,,2013,,,,,,,,75,70.9,16.6,12.5,Sandy Loam,4.23-14.11,1.50-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,4,,2003,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,s7471,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
0020640910,West Texas Mesonet,,Tahoka,Tahoka,Lynn,Texas,33.20,-101.77,2009,2010,Daily,71,4,5,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,20,69.6,16.4,14,Sandy Loam,14.11-42.34,1.35-1.60,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,60,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,75,69.6,16.4,14,Sandy Loam,4.23-14.11,1.30-1.65,Campbell Scientific CS615 and CS616 water content reflectometer,2,,2001,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104,s7164,Soil metadata taken from SSURGO. Soil textures taken from USDA soil texture triangle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
